Mid: .word 32, 32
.byte 199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,82,82,82,82,102,102,102,102,102,102,102,102,102,102,102,102,102,102,82,82,82,82,199,199,199,199,199,
199,199,199,199,199,82,82,82,82,102,102,102,102,102,102,102,102,102,102,102,102,102,102,82,82,82,82,199,199,199,199,199,
199,199,199,82,82,102,102,102,102,102,102,255,255,255,255,255,255,255,255,255,255,102,102,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,102,102,102,102,255,255,255,255,255,255,255,255,255,255,102,102,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,102,102,255,255,255,255,255,255,255,255,255,255,255,255,255,255,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,102,102,255,255,255,255,255,255,255,255,255,255,255,255,255,255,102,102,102,102,82,82,199,199,199,
199,82,82,102,102,102,102,102,102,255,255,255,255,255,255,255,255,255,255,255,255,255,255,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,255,255,255,255,255,255,255,255,255,255,255,255,255,255,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,255,255,255,255,255,255,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,255,255,255,255,255,255,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,255,255,102,102,255,255,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,102,102,102,102,102,102,255,255,102,102,255,255,102,102,102,102,102,102,102,102,102,102,82,82,199,
199,199,199,82,82,102,102,102,102,82,82,82,82,102,102,102,102,102,102,82,82,82,82,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,102,102,82,82,82,82,102,102,102,102,102,102,82,82,82,82,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,82,82,126,126,82,82,102,102,82,82,102,102,82,82,126,126,82,82,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,82,82,126,126,82,82,102,102,82,82,102,102,82,82,126,126,82,82,102,102,82,82,199,199,199,
199,82,82,102,102,102,102,82,82,82,82,102,102,82,82,82,82,82,82,102,102,82,82,82,82,102,102,102,102,82,82,199,
199,82,82,102,102,102,102,82,82,82,82,102,102,82,82,82,82,82,82,102,102,82,82,82,82,102,102,102,102,82,82,199,
199,82,82,102,102,255,255,102,102,102,102,102,102,82,82,102,102,82,82,102,102,102,102,102,102,255,255,102,102,82,82,199,
199,82,82,102,102,255,255,102,102,102,102,102,102,82,82,102,102,82,82,102,102,102,102,102,102,255,255,102,102,82,82,199,
199,199,199,82,82,102,102,102,102,82,82,102,102,102,102,102,102,102,102,102,102,82,82,102,102,102,102,82,82,199,199,199,
199,199,199,82,82,102,102,102,102,82,82,102,102,102,102,102,102,102,102,102,102,82,82,102,102,102,102,82,82,199,199,199,
199,199,199,199,199,82,82,82,82,82,82,102,102,82,82,102,102,82,82,102,102,82,82,82,82,82,82,199,199,199,199,199,
199,199,199,199,199,82,82,82,82,82,82,102,102,82,82,102,102,82,82,102,102,82,82,82,82,82,82,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,82,82,102,102,82,82,102,102,82,82,102,102,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,82,82,102,102,82,82,102,102,82,82,102,102,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,199,199,


